,Unnamed: 0,label,text-neigh,label_num,text-rel,token,text-neigh-processed,text-rel-processed,text-neigh-tokens,text-rel-tokens
910,910,Capability,"Interestingly, this SFXRAR's filename was the only lure element",1,this SFXRAR's filename was the only lure element related to the MH370 event,received,interestingli thi sfxrar' filenam wa onli lure element,thi sfxrar' filenam wa onli lure element relat mh370 event,"['interestingli', 'thi', ""sfxrar'"", 'filenam', 'wa', 'onli', 'lure', 'element']","['thi', ""sfxrar'"", 'filenam', 'wa', 'onli', 'lure', 'element', 'relat', 'mh370', 'event']"
911,911,Capability,a self-extracting RAR archive disguised as a screensaver. Upon,1,a self-extracting RAR archive disguised as a screensaver,talked,self-extract rar archiv disguis screensaver. upon,self-extract rar archiv disguis screensav,"['self-extract', 'rar', 'archiv', 'disguis', 'screensaver.', 'upon']","['self-extract', 'rar', 'archiv', 'disguis', 'screensav']"
912,912,Capability,"command might be to delete older versions of BITTERBUG,",1,this command delete older versions of BITTERBUG,used,command might delet older version bitterbug,thi command delet older version bitterbug,"['command', 'might', 'delet', 'older', 'version', 'bitterbug']","['thi', 'command', 'delet', 'older', 'version', 'bitterbug']"
913,913,Capability,benign decoy documents that were originally used within July 2013 BITTERBUG,1,July 2013 BITTERBUG operations were originally used two benign decoy documents within,received,benign decoy document origin use within juli  bitterbug,juli  bitterbug oper origin use two benign decoy document within,"['benign', 'decoy', 'document', 'origin', 'use', 'within', 'juli', 'bitterbug']","['juli', 'bitterbug', 'oper', 'origin', 'use', 'two', 'benign', 'decoy', 'document', 'within']"
914,914,Capability,"targeted attack framework, which utilized a complex series of",1,a highly advanced and professional targeted attack framework utilized a complex series of techniques to survey potential targets,loading,target attack framework util complex seri,highli advanc profession target attack framework util complex seri techniqu survey potenti target,"['target', 'attack', 'framework', 'util', 'complex', 'seri']","['highli', 'advanc', 'profession', 'target', 'attack', 'framework', 'util', 'complex', 'seri', 'techniqu', 'survey', 'potenti', 'target']"
915,915,Capability,"that particular case we had the actual phishing email,",1,we had the actual phishing email,download,particular case actual phish email,actual phish email,"['particular', 'case', 'actual', 'phish', 'email']","['actual', 'phish', 'email']"
916,916,Capability,in Moscow. This document was presumably obtained by the attackers and,1,the attackers This document was presumably obtained,communicated,moscow. thi document wa presum obtain attack,attack thi document wa presum obtain,"['moscow.', 'thi', 'document', 'wa', 'presum', 'obtain', 'attack']","['attack', 'thi', 'document', 'wa', 'presum', 'obtain']"
917,917,Capability,by the attackers and repurposed for the attack. Despite,1,the attackers This document repurposed for the attack,downloaded,attack repurpos attack. despit,attack thi document repurpos attack,"['attack', 'repurpos', 'attack.', 'despit']","['attack', 'thi', 'document', 'repurpos', 'attack']"
918,918,Capability,"First of all, we have the decoy documents which",1,we have the decoy documents,downloaded,first decoy document,decoy document,"['first', 'decoy', 'document']","['decoy', 'document']"
919,919,Capability,- Engineering We also have a set of phishing,1,We have a set of phishing mails,communicated,engin also set phish,set phish mail,"['engin', 'also', 'set', 'phish']","['set', 'phish', 'mail']"
920,920,Capability,changes. The malicious content is stored inside the document in,1,The malicious content is stored inside in the document encoded form,loads,changes. malici content store insid document,malici content store insid document encod form,"['changes.', 'malici', 'content', 'store', 'insid', 'document']","['malici', 'content', 'store', 'insid', 'document', 'encod', 'form']"
921,921,Capability,the attackers to uniquely identify every targeted attack and,1,the attackers identify every targeted attack,received,attack uniqu identifi everi target attack,attack identifi everi target attack,"['attack', 'uniqu', 'identifi', 'everi', 'target', 'attack']","['attack', 'identifi', 'everi', 'target', 'attack']"
922,922,Capability,that the attackers must maintain a list of where,1,"the attackers maintain a list of where each of these implants are installed, as well as what port and key each is configured to use",loaded,attack must maintain list,attack maintain list implant instal well port key configur use,"['attack', 'must', 'maintain', 'list']","['attack', 'maintain', 'list', 'implant', 'instal', 'well', 'port', 'key', 'configur', 'use']"
923,923,Capability,very specific purpose: It unlocked routers for proxying in,1,It unlocked routers for in connection with proxying the sending of phishing emails,downloaded,veri specif purpose: unlock router proxi,unlock router connect proxi send phish email,"['veri', 'specif', 'purpose:', 'unlock', 'router', 'proxi']","['unlock', 'router', 'connect', 'proxi', 'send', 'phish', 'email']"
924,924,Capability,IP and used to send phishing emails with malicious,1,the newly opened port send phishing emails with malicious attachments,used,ip use send phish email malici,newli open port send phish email malici attach,"['ip', 'use', 'send', 'phish', 'email', 'malici']","['newli', 'open', 'port', 'send', 'phish', 'email', 'malici', 'attach']"
925,925,Capability,dedicated mail proxies and send out phishing attacks. From,1,each of these send out phishing attacks,using,dedic mail proxi send phish attacks.,send phish attack,"['dedic', 'mail', 'proxi', 'send', 'phish', 'attacks.']","['send', 'phish', 'attack']"
926,926,Capability,mail proxy would then relay the spearphishing mail as,1,The mail proxy relay the spearphishing mail as seen below,used,mail proxi would relay spearphish mail,mail proxi relay spearphish mail seen,"['mail', 'proxi', 'would', 'relay', 'spearphish', 'mail']","['mail', 'proxi', 'relay', 'spearphish', 'mail', 'seen']"
927,927,Capability,way the attack can be mistaken to come from legitimate,1,be mistaken the attack to come from legitimate businesses and trusted organizations,disguised,way attack mistaken come legitim,mistaken attack come legitim busi trust organ,"['way', 'attack', 'mistaken', 'come', 'legitim']","['mistaken', 'attack', 'come', 'legitim', 'busi', 'trust', 'organ']"
928,928,Capability,phishing email originates would appear to be a known,1,the organization from which the phishing email originates appear to be a known associate to the target,arrived,phish email origin would appear known,organ phish email origin appear known associ target,"['phish', 'email', 'origin', 'would', 'appear', 'known']","['organ', 'phish', 'email', 'origin', 'appear', 'known', 'associ', 'target']"
929,929,Capability,a number of messages sent to targets in the,1,sent a number of messages to targets in the oil industry,ran,number messag sent target,sent number messag target oil industri,"['number', 'messag', 'sent', 'target']","['sent', 'number', 'messag', 'target', 'oil', 'industri']"
930,930,Capability,spearphishing mails we observed coming through the router network,1,One of the spearphishing mails coming through the router network,downloaded,spearphish mail observ come router network,one spearphish mail come router network,"['spearphish', 'mail', 'observ', 'come', 'router', 'network']","['one', 'spearphish', 'mail', 'come', 'router', 'network']"
931,931,Capability,"network was this one, sent to an address under",1,One of the spearphishing mails sent to an address under the gov.py (Government of Paraguay) domain,downloaded,network wa thi one sent address,one spearphish mail sent address gov.pi govern paraguay domain,"['network', 'wa', 'thi', 'one', 'sent', 'address']","['one', 'spearphish', 'mail', 'sent', 'address', 'gov.pi', 'govern', 'paraguay', 'domain']"
932,932,Capability,from an Android User-Agent initiated a download of an,1,Accessing the link from an Android User-Agent initiated a download of an Android installer package named WhatsAppUpdate.apk,communicated,android user-ag initi download,access link android user-ag initi download android instal packag name  apk-file,"['android', 'user-ag', 'initi', 'download']","['access', 'link', 'android', 'user-ag', 'initi', 'download', 'android', 'instal', 'packag', 'name', 'apk-file']"
933,933,Capability,Using an IOS User-Agent triggered the download of a,1,"Using an IOS User-Agent triggered the download of a Debian installer package, WhatsAppUpdate.deb",was also used,use io user-ag trigger download,use io user-ag trigger download debian instal packag  deb-file,"['use', 'io', 'user-ag', 'trigger', 'download']","['use', 'io', 'user-ag', 'trigger', 'download', 'debian', 'instal', 'packag', 'deb-file']"
934,934,Capability,"in size. This application impersonates a Cydia installer, and",1,This application impersonates a Cydia installer,down- loaded,size. thi applic imperson cydia instal,thi applic imperson cydia instal,"['size.', 'thi', 'applic', 'imperson', 'cydia', 'instal']","['thi', 'applic', 'imperson', 'cydia', 'instal']"
935,935,Capability,download directly. The application impersonates a settings utility. This,1,The application impersonates a settings utility,posting,download directly. applic imperson set utility. thi,applic imperson set util,"['download', 'directly.', 'applic', 'imperson', 'set', 'utility.', 'thi']","['applic', 'imperson', 'set', 'util']"
936,936,Capability,The same router botnet is used as a spreading and,1,The same router botnet is used as a spreading and management platform for attacks on mobile devices,obscure,router botnet use spread,router botnet use spread manag platform attack mobil devic,"['router', 'botnet', 'use', 'spread']","['router', 'botnet', 'use', 'spread', 'manag', 'platform', 'attack', 'mobil', 'devic']"
937,937,Capability,force authentication attack to propagate via Windows SMB shares.,1,This worm Windows SMB shares propagate via,uses,forc authent attack propag via window smb shares.,thi worm window smb share propag via,"['forc', 'authent', 'attack', 'propag', 'via', 'window', 'smb', 'shares.']","['thi', 'worm', 'window', 'smb', 'share', 'propag', 'via']"
938,938,Capability,has the ability to propagate throughout the target network,1,The malware propagate throughout via the target network built-in Windows shares,report,ha abil propag throughout target network,malwar propag throughout via target network built-in window share,"['ha', 'abil', 'propag', 'throughout', 'target', 'network']","['malwar', 'propag', 'throughout', 'via', 'target', 'network', 'built-in', 'window', 'share']"
939,939,Capability,shares in order to upload a copy of the,1,the malware upload a copy of the wiper,upload,share order upload copi,malwar upload copi wiper,"['share', 'order', 'upload', 'copi']","['malwar', 'upload', 'copi', 'wiper']"
940,940,Capability,"Once successful, the malware uploads a copy of the",1,the malware uploads a copy of the wiper file taskhostXX.exe,drop and execute,onc success malwar upload copi,malwar upload copi wiper file taskhostxx.ex,"['onc', 'success', 'malwar', 'upload', 'copi']","['malwar', 'upload', 'copi', 'wiper', 'file', 'taskhostxx.ex']"
941,941,Capability,Once the wiper has been uploaded the malware reports its,1,the malware been uploaded the wiper,contained,onc wiper ha upload malwar report,malwar upload wiper,"['onc', 'wiper', 'ha', 'upload', 'malwar', 'report']","['malwar', 'upload', 'wiper']"
