,Unnamed: 0,label,text-rel,label_num,tokens,text-neigh,token,text-rel-processed,text-neigh-processed,text-rel-tokens,text-neigh-tokens
1090,1090,ActionName,we see the following HTTP POST request,1,function,"this transfer, we can see the following HTTP POST",function,see follow http post request,thi transfer see follow http post,"['see', 'follow', 'http', 'post', 'request']","['thi', 'transfer', 'see', 'follow', 'http', 'post']"
1091,1091,ActionName,we see the following HTTP POST request,1,function,"network traffic again, we see the following HTTP POST",function,see follow http post request,network traffic see follow http post,"['see', 'follow', 'http', 'post', 'request']","['network', 'traffic', 'see', 'follow', 'http', 'post']"
1092,1092,ActionName,FTP upload support was added with hardcoded credentials of ano:1,1,talk,locations. FTP upload support was added with hardcoded credentials of,talk,ftp upload support wa ad hardcod credenti ano:1,locations. ftp upload support wa ad hardcod credenti,"['ftp', 'upload', 'support', 'wa', 'ad', 'hardcod', 'credenti', 'ano:1']","['locations.', 'ftp', 'upload', 'support', 'wa', 'ad', 'hardcod', 'credenti']"
1093,1093,ActionName,These versions install as a service,1,talk,have the capability to install as a service. On,talk,version instal servic,capabl instal service.,"['version', 'instal', 'servic']","['capabl', 'instal', 'service.']"
1094,1094,ActionName,These versions include a new method of installing as a service,1,runs,These versions began to include a new method of,runs,version includ new method instal servic,version began includ new method,"['version', 'includ', 'new', 'method', 'instal', 'servic']","['version', 'began', 'includ', 'new', 'method']"
1095,1095,ActionName,supplemental tools enumerating every process,1,interact,keep TinyZBot running by enumerating every process and checking,interact,supplement tool enumer everi process,keep tinyzbot run enumer everi process check,"['supplement', 'tool', 'enumer', 'everi', 'process']","['keep', 'tinyzbot', 'run', 'enumer', 'everi', 'process', 'check']"
1096,1096,ActionName,a publicly available project executes an executable as a service,1,work,publicly available project which executes an executable as a,work,publicli avail project execut execut servic,publicli avail project execut execut,"['publicli', 'avail', 'project', 'execut', 'execut', 'servic']","['publicli', 'avail', 'project', 'execut', 'execut']"
1097,1097,ActionName,POST data is supplied for file data,1,used,"file data, POST data is supplied OPERATION CLEAVER Data uploaded",used,post data suppli file data,file data post data suppli oper cleaver data upload,"['post', 'data', 'suppli', 'file', 'data']","['file', 'data', 'post', 'data', 'suppli', 'oper', 'cleaver', 'data', 'upload']"
1098,1098,ActionName,WndTest installs as a service,1,delivering,executing batch scripts. WndTest installs as a service and,delivering,wndtest instal servic,execut batch scripts. wndtest instal servic,"['wndtest', 'instal', 'servic']","['execut', 'batch', 'scripts.', 'wndtest', 'instal', 'servic']"
1099,1099,ActionName,Csext runs as a service,1,define,developed in C# which runs as a service. Its,define,csext run servic,develop c# run service.,"['csext', 'run', 'servic']","['develop', 'c#', 'run', 'service.']"
1100,1100,ActionName,taskkill This command is killed a 00:35,1,decide,"in the morning, and is killed by taskkill at 00:35.",decide,taskkil thi command kill 00:35,morn kill taskkil 00:35.,"['taskkil', 'thi', 'command', 'kill', '00:35']","['morn', 'kill', 'taskkil', '00:35.']"
1101,1101,ActionName,The malware modifying commonplace registry entries,1,targeted,"is in plain view, modifying commonplace registry entries, such",targeted,malwar modifi commonplac registri entri,plain view modifi commonplac registri entri,"['malwar', 'modifi', 'commonplac', 'registri', 'entri']","['plain', 'view', 'modifi', 'commonplac', 'registri', 'entri']"
1102,1102,ActionName,the program nvidrv adds itself to autorun,1,uses,"First, the program nvidrv adds itself to autorun: HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run",uses,program nvidrv add autorun,first program nvidrv add autorun: hash-code,"['program', 'nvidrv', 'add', 'autorun']","['first', 'program', 'nvidrv', 'add', 'autorun:', 'hash-code']"
1103,1103,ActionName,It creates a series of registry keys that the individual programs use to communicate,1,obfuscated,name UpdAdbreader It also creates a series of registry,obfuscated,creat seri registri key individu program use commun,name updadbread also creat seri registri,"['creat', 'seri', 'registri', 'key', 'individu', 'program', 'use', 'commun']","['name', 'updadbread', 'also', 'creat', 'seri', 'registri']"
1104,1104,ActionName,left in markers the registry,1,achieve,and communicating via markers left in the registry. Programs,achieve,left marker registri,commun via marker left registry. program,"['left', 'marker', 'registri']","['commun', 'via', 'marker', 'left', 'registry.', 'program']"
1105,1105,ActionName,programs using them,1,run,Registry keys and programs using them: rundl132.exe: DefaultKeyboard\User\F124-5KK83-F2IV9-FDN293\JIPC7-K2ODP-OFnD3-FJCC3\J1K6F-DKV8J-FKVJI- GVKBU\6nvisdvr.exe:,run,program use,registri key program use them:  exe-file hash-code system-path  exe-file,"['program', 'use']","['registri', 'key', 'program', 'use', 'them:', 'exe-file', 'hash-code', 'system-path', 'exe-file']"
1106,1106,ActionName,It GooglUpd runs,1,implements,"e.g. 0x3110x611 It then runs GooglUpd, which cleans up",implements,googlupd run,e.g. 0x3110x611 run googlupd clean,"['googlupd', 'run']","['e.g.', '0x3110x611', 'run', 'googlupd', 'clean']"
1107,1107,ActionName,It AdbrRader runs,1,uses,"if they exist, and runs AdbrRader. AdbrRader (communicating through",uses,adbrrad run,exist run adbrrader. adbrrad commun,"['adbrrad', 'run']","['exist', 'run', 'adbrrader.', 'adbrrad', 'commun']"
1108,1108,ActionName,nvidrv runs svhosts,1,decrypts and processes,"to: C:\Users\Username\AppData\Local\Microsoft\Windows\win32.tmp\v2cgplst.tmp Finally, nvidrv runs svhosts, which tests Internet",decrypts and processes,nvidrv run svhost,to: hash-code final nvidrv run svhost test internet,"['nvidrv', 'run', 'svhost']","['to:', 'hash-code', 'final', 'nvidrv', 'run', 'svhost', 'test', 'internet']"
1109,1109,ActionName,svhosts doing a DNS query for windowsupdate.microsoft.com,1,are sent,tests Internet connectivity by doing a DNS query for,are sent,svhost dn queri,test internet connect dn queri,"['svhost', 'dn', 'queri']","['test', 'internet', 'connect', 'dn', 'queri']"
1110,1110,ActionName,It runs rundl132 if it has not before,1,be updated,for windowsupdate.microsoft.com. It then runs rundl132 if it has,be updated,run rundl132 ha befor,run rundl132 ha,"['run', 'rundl132', 'ha', 'befor']","['run', 'rundl132', 'ha']"
1111,1111,ActionName,It checking whether registry key name 6 is present,1,identify,"has not before, by checking whether registry key name",identify,check whether registri key name present,ha befor check whether registri key name,"['check', 'whether', 'registri', 'key', 'name', 'present']","['ha', 'befor', 'check', 'whether', 'registri', 'key', 'name']"
1112,1112,ActionName,It sets the key to 0,1,terminate,6 is present. It sets the key to 0,terminate,set key,present. set key,"['set', 'key']","['present.', 'set', 'key']"
1113,1113,ActionName,It runs it,1,identify,"key to 0 and runs it. Next, rundl132.exe performs",identify,run,key run it. next rundl132.ex perform,['run'],"['key', 'run', 'it.', 'next', 'rundl132.ex', 'perform']"
1114,1114,ActionName,rundl132.exe performs an HTTP GET request to myexternalip.com,1,control,"runs it. Next, rundl132.exe performs an HTTP GET request",control,rundl132.ex perform http get request  com-file,run it. next rundl132.ex perform http get request,"['rundl132.ex', 'perform', 'http', 'get', 'request', 'com-file']","['run', 'it.', 'next', 'rundl132.ex', 'perform', 'http', 'get', 'request']"
1115,1115,ActionName,rundl132.exe collects the external IP of the infected machine,1,upload,request to myexternalip.com and collects the external IP of,upload,rundl132.ex collect extern ip infect machin,request  com-file collect extern ip,"['rundl132.ex', 'collect', 'extern', 'ip', 'infect', 'machin']","['request', 'com-file', 'collect', 'extern', 'ip']"
1116,1116,ActionName,rundl132 AdobeIns runs,1,is confirmed,"to: C:\Users\Username\AppData\Local\Microsoft\Windows\win32.tmp\vgosysaext.tmp Finally, rundl132 runs AdobeIns, which zips the",is confirmed,rundl132 adobein run,to: hash-code final rundl132 run adobein zip,"['rundl132', 'adobein', 'run']","['to:', 'hash-code', 'final', 'rundl132', 'run', 'adobein', 'zip']"
1117,1117,ActionName,dropped markers in the Registry,1,sends,each communicating via markers dropped in the Registry. The,sends,drop marker registri,commun via marker drop registry.,"['drop', 'marker', 'registri']","['commun', 'via', 'marker', 'drop', 'registry.']"
1118,1118,ActionName,Android apps with these two permissions authenticate themselves with the user’s Google account,1,sent,these two permissions can authenticate themselves with the user’s,sent,android app two permiss authent themselv user googl account,two permiss authent themselv user,"['android', 'app', 'two', 'permiss', 'authent', 'themselv', 'user', 'googl', 'account']","['two', 'permiss', 'authent', 'themselv', 'user']"
1119,1119,ActionName,Android pro- cesses use them to authenticate to these services,1,is encrypted,from the AccountManager and use them to authenticate to,is encrypted,android pro- cess use authent servic,accountmanag use authent,"['android', 'pro-', 'cess', 'use', 'authent', 'servic']","['accountmanag', 'use', 'authent']"
1120,1120,ActionName,the C2 protocol GET using,1,are encrypted,"RAT is HTTP based, using both GET and POST",are encrypted,c2 protocol get use,rat http base use get post,"['c2', 'protocol', 'get', 'use']","['rat', 'http', 'base', 'use', 'get', 'post']"
1121,1121,ActionName,the C2 protocol POST requests using,1,sent,"RAT is HTTP based, using both GET and POST",sent,c2 protocol post request use,rat http base use get post,"['c2', 'protocol', 'post', 'request', 'use']","['rat', 'http', 'base', 'use', 'get', 'post']"
1122,1122,ActionName,HTTP POST request to a URI of the form /microsoft/errorpost/ default.aspx?ID= Output data produced by tasking instructions sent back to via the C2 server,1,is infected,it was decrypted and sent back to the C2,is infected,http post request uri form  asp-file output data produc task instruct sent back via c2 server,wa decrypt sent back c2,"['http', 'post', 'request', 'uri', 'form', 'asp-file', 'output', 'data', 'produc', 'task', 'instruct', 'sent', 'back', 'via', 'c2', 'server']","['wa', 'decrypt', 'sent', 'back', 'c2']"
1123,1123,ActionName,is started a shell process with input/output redirected over the C2 channel,1,send,"Otherwise, a shell process is started (i.e., cmd.exe), with input/output",send,start shell process system-path  redirect c2 channel,otherwis shell process start i.e. cmd.ex system-path ,"['start', 'shell', 'process', 'system-path', 'redirect', 'c2', 'channel']","['otherwis', 'shell', 'process', 'start', 'i.e.', 'cmd.ex', 'system-path']"
1124,1124,ActionName,The executable is also installed into with the ASEP registry key HKCU\Software\Microsoft\Windows\ CurrentVersion\Run a value named McUpdate,1,"""checks in""",verb open). The executable is also installed into the ASEP registry,"""checks in""",execut also instal asep registri key hash-code system-path  valu name mcupdat,verb open. execut also instal asep registri,"['execut', 'also', 'instal', 'asep', 'registri', 'key', 'hash-code', 'system-path', 'valu', 'name', 'mcupdat']","['verb', 'open.', 'execut', 'also', 'instal', 'asep', 'registri']"
