,text-rel,token,ActionName,Capability
1346,stolen employee or customer records,stolen,-,other
1347,malware spread into as such isolated networks demonstrated many times by threats such as Stuxnet,spread,-,infection_propagation
1348,sabotage attacks damage equipment,damage,-,other
1349,"be manipulated smart meters to send back false information or report incorrect billing IDs, leading to power theft",be manipulated,-,other
1350,cyberattacks taken out power equipment in multiple cities outside the United States,taken out,-,other
1351,the safety monitoring system of the Ohio nuclear power plant went offline for due to several hours a Slammer worm infection,went,-,other
1352,a sabotage attack was targeted a marine terminal in Venezuela,was targeted,-,other
1353,an attacking group get access to the SCADA network of the oil tanker loading machinery,get,-,other
1354,an attacking group overwrote programmable logic controllers (PLCs) with an empty program module,overwrote,File,other
1355,This halted machinery,halted,-,other
1356,This preventing oil tankers from for till loading eight hour the unaffected backup code was reinstalled on the PLCs,preventing,-,other
1357,The attackers used a Trojan to gain access to the control for the gas pipelines,used,-,other
1358,the Stuxnet operation November 2005 began in with the registration of the command and control (C&C) servers used in the attacks,began,-,command_and_control
1359,Stuxnet target and sabotage industrial control systems,target and sabotage,-,other
1360,Stuxnet uses seven vulnerabilities to spread and infect its targets,uses,-,infection_propagation
1361,it Spreading through infected portable media drives,Spreading,-,infection_propagation
1362,it infect networks isolated by air gaps that are unreachable from the Internet,infect,-,infection_propagation
1363,"it Step7 project files, which are used to control Programmable Logic Controllers (PLCs) infect",infect,-,infection_propagation
1364,the worm infect computers whenever the engineer exchanged the project files,infect,-,infection_propagation
1365,it spread through network shares,spread,Other,infection_propagation
1366,spread through a printer spooler vulnerability,spread,-,infection_propagation
1367,spread through an old Windows RPC (remote procedure calls) vulnerability,spread,-,infection_propagation
1368,spread through a known password in the WinCC database,spread,-,infection_propagation
1369,Part of the malware code was signed with stolen digital certificates making it harder to detect by security tools,making,-,other
1370,Stuxnet To executed slightly different infection routines depending on the security software installed on the target hide its activity even further,executed,-,other
1371,the malware hide its own files,hide,-,other
1372,the malware delete itself from after it three successful propagations,delete,File,other
1373,Tricks like these make the detection of the malware more difficult,make,-,other
1374,The sabotage payload disrupted and partially destroyed the cascaded high frequency gas centrifuges,disrupted and partially destroyed,-,other
1375,The early version of Stuxnet targeted the S7- 417 PLCs,targeted,-,other
1376,The early version of Stuxnet modified its valve settings,modified,-,other
1377,The later version of the threat focused on the S7-315 PLCs,focused,-,other
1378,The later version of the threat manipulating the spinning frequency of the rotating motors,manipulating,-,other
1379,The payload become active if the fingerprint in the found PLC setup matched a given configuration setup,become,-,infection_propagation
1380,the threat To recorded measurement readings during normal operation avoid detection by personnel monitoring the human machine interface (HMI) of the plant,recorded,-,other
1381,the threat To played those back in a loop avoid detection by personnel monitoring the human machine interface (HMI) of the plant,played,-,other
1382,The attacks finding project details and financial information about oil and gas field exploration and bids,finding,-,other
1383,The attackers SQL injection and installing Web shells on them compromising public facing Web servers through,compromising,-,other
1384,they harvest local passwords,harvest,-,other
1385,they dump password hashes,dump,-,other
1386,they sniff authentication messages,sniff,-,other
1387,them move on to using other internal computers the gathered passwords,move,-,infection_propagation
1388,were used spear phishing messages to compromise additional computers,were used,-,infection_propagation
1389,On was installed a common Backdoor.Trojan compromised computers,was installed,-,other
1390,a common Backdoor.Trojan communicated back to the C&C server,communicated,-,command_and_control
1391,a common Backdoor.Trojan allowing remote access to the computer,allowing,-,other
1392,the attacker find valuable information,find,-,other
1393,the attacker extract valuable information,extract,-,other
1394,The dropper component creating all the required files on the system,creating,File,-
1395,The dropper component registering a service called TrkSvr,registering,Other,-
1396,The dropper component Windows start itself with,start,-,other
1397,It copy itself to accessible network shares,copy,Other,infection_propagation
1398,It execute itself remotely if successfully copied,execute,File,other
1399,The module drops a legitimate and digitally signed device driver that provides low level disk access from user space,drops,-,other
1400,The malware collects file names,collects,-,other
1401,The malware overwriting them with a JPEG image or 192KB blocks of random data,overwriting,File,other
1402,Disttrack wiping the master boot record with the same data,wiping,-,other
1403,The reporter component sending back to a HTTP GET request the C&C server,sending,Other,command_and_control
1404,"It reports the domain name, IP address and number of files overwritten",reports,-,command_and_control
1405,the attackers acquiring user credentials,acquiring,-,other
1406,the attackers push the malware on to before many systems they triggered the destructive payload,push,-,infection_propagation
1407,Disttrack steal valuable information from infected computers,steal,-,other
1408,Disttrack render the computers unusable,render,-,other
1409,Disttrack wiping the operating system and master boot record,wiping,-,other
1410,wiping destroy evidence of the attack,destroy,-,other
1411,wiping make forensics,make,-,other
1412,Spear phishing used to attack companies,used,-,infection_propagation
1413,breaking in and compromising computers,breaking in and compromising,-,other
1414,the attacker gathers passwords,gathers,-,other
1415,the attacker maps the internal network,maps,-,other
